X,Y,rowid,device_id,Location,ReportTime,AvgSpeed,Volume,Occupancy,Latitude,Longitude
-76.66214,39.38325,227,a5000d0100c200070057fa30c4235c0a,I-83 SOUTH PAST OLD PIMLICO RD,2025/05/11 04:07:26+00,60,90,9,39.38325,-76.66214
-76.8499399999999,38.9007,228,a70018c300ea00140057fa30c4235c0a,I-95 OUTER LOOP BETWEEN CENTRAL AVE AND ARENA DR,2025/05/11 04:07:27+00,60,253,35,38.9007,-76.84994
-76.884495,38.8232820000001,229,a8013857003e000d0057fa30c4235c0a,I-95 OUTER LOOP PAST SUITLAND RD,2025/05/11 04:07:26+00,70,158,7,38.823282,-76.884495
-76.884495,38.8232820000001,230,a8013857003e000d0057fa30c4235c0a,I-95 OUTER LOOP PAST SUITLAND RD,2025/05/11 04:07:26+00,65,137,14,38.823282,-76.884495
-76.8372909999999,39.46434,231,ab000425008b0058003bc7482f1f5daa,I-795 NB @ Cockey's Mill Road,2025/05/11 04:08:16+00,65,24,1,39.46434,-76.837291
-76.477562,39.0203990000001,232,ab0008c400d800530064d330c4235c0a,"US 50 East, at Ex 28 Bay Dale Dr",2025/05/11 04:10:00+00,65,8,1,39.020399,-76.477562
-76.477562,39.0203990000001,233,ab0008c400d800530064d330c4235c0a,"US 50 East, at Ex 28 Bay Dale Dr",2025/05/11 04:10:00+00,65,4,0,39.020399,-76.477562
-76.477562,39.0203990000001,234,ab0008c400d800530064d330c4235c0a,"US 50 East, at Ex 28 Bay Dale Dr",2025/05/11 04:10:00+00,70,0,0,39.020399,-76.477562
-76.544989,38.984064,235,ab01084b005300520063d330c4235c0a,"US 50 East, Exit 23, AA8.56 (L)",2025/05/11 04:10:00+00,65,10,1,38.984064,-76.544989
-77.1966429999999,39.118722,236,abff03ac00af00af003ac7482f1f5daa,I-270 SB @ I-370,2025/05/11 04:08:27+00,70,6,13,39.118722,-77.196643
-77.1966429999999,39.118722,237,abff03ac00af00af003ac7482f1f5daa,I-270 SB @ I-370,2025/05/11 04:08:27+00,60,123,9,39.118722,-77.196643
-76.844094,39.144144,238,ac0003e3005b00cc003bc7482f1f5daa,I-95 NB @ MD Welcome Center,2025/05/11 04:08:26+00,35,17,15,39.144144,-76.844094
-76.926112,39.0586910000001,239,ac0014db00e0000f0057fa30c4235c0a,I-95 SOUTH OF OLD GUNPOWDER RD,2025/05/11 04:07:47+00,65,134,2,39.058691,-76.926112
-76.926112,39.0586910000001,240,ac0014db00e0000f0057fa30c4235c0a,I-95 SOUTH OF OLD GUNPOWDER RD,2025/05/11 04:07:47+00,65,5,0,39.058691,-76.926112
-76.4723499999999,39.3646200000001,241,ac01051a004e00710057fa30c4235c0a,"I-95 SOUTH PRIOR TO KING AVE, MM 65.4",2025/05/11 04:08:17+00,70,132,1,39.36462,-76.47235
-76.52507,39.32798,242,ad0005d600b7004d0057fa30c4235c0a,I-95 SOUTH SOUTH OF CHESACO AVE,2025/05/10 22:53:18+00,70,350,3,39.32798,-76.52507
-76.771514,39.1930530000001,243,ad0006350017008d0057fa30c4235c0a,I-95 NORTH OF MEADOWRIDGE RD,2025/05/10 19:32:05+00,30,449,26,39.193053,-76.771514
-77.346916,39.403486,244,aeff08a100bb00820051fa30c4235c0a,"I-70 EB East of Ex. 56, Md 144",2025/05/11 04:08:26+00,55,53,1,39.403486,-77.346916
-76.825866,38.9472270000001,245,b1ff05ce009400930067d330c4235c0a,US 50 AT LOTTSFORD VISTA RD,2025/05/11 04:10:00+00,70,29,3,38.947227,-76.825866
-76.825866,38.9472270000001,246,b1ff05ce009400930067d330c4235c0a,US 50 AT LOTTSFORD VISTA RD,2025/05/11 04:10:00+00,70,26,2,38.947227,-76.825866
-75.568688,38.333248,247,b20007a2002500300064d330c4235c0a,US 13 North past MD 12 (L),2025/05/11 04:10:00+00,70,1,0,38.333248,-75.568688
-75.568688,38.333248,248,b20007a2002500300064d330c4235c0a,US 13 North past MD 12 (L),2025/05/11 04:10:00+00,70,0,0,38.333248,-75.568688
-76.6566549999999,38.960581,249,b40005d9007500ad0064d330c4235c0a,"US 50 East, prior to MD 424",2025/05/11 04:10:00+00,70,5,0,38.960581,-76.656655
-76.6566549999999,38.960581,250,b40005d9007500ad0064d330c4235c0a,"US 50 East, prior to MD 424",2025/05/11 04:10:00+00,70,4,0,38.960581,-76.656655
-76.9356799999999,39.0210300000001,251,b4001fcc00f400070057fa30c4235c0a,I-95 EAST OF CHERRY HILL RD,2025/05/11 04:08:26+00,70,156,18,39.02103,-76.93568
-76.8702709999999,39.3006090000001,252,b500097700f000a7003ac7482f1f5daa,I-70 EB West of Bethany Lane,2025/05/11 04:08:27+00,40,36,1,39.300609,-76.870271
-76.853797,39.1350370000001,253,b60005e000ea00180058fa30c4235c0a,I-95 SB BETWEEN MD 216 AND GORMAN RD,2025/05/10 23:19:15+00,70,477,8,39.135037,-76.853797
-76.864583,38.8428520000001,254,b9000b1900ae00320065d330c4235c0a,I-95/495 I/L prior to EX 11 MD 4,2025/05/11 04:10:00+00,70,40,4,38.842852,-76.864583
-76.864583,38.8428520000001,255,b9000b1900ae00320065d330c4235c0a,I-95/495 I/L prior to EX 11 MD 4,2025/05/11 04:10:00+00,70,61,6,38.842852,-76.864583
-76.999025,38.7965820000001,256,b9ff06a8000100ac004f823033235daa,MD-210 SB S OF I-95/495,2025/05/11 04:07:25+00,60,141,2,38.796582,-76.999025
-76.673893,39.2596360000001,257,bd00201600ae000b0057fa30c4235c0a,I-95 NORTH PRIOR TO JOH AVENUE,2025/05/11 04:08:28+00,50,21,1,39.259636,-76.673893
-76.673893,39.2596360000001,258,bd00201600ae000b0057fa30c4235c0a,I-95 NORTH PRIOR TO JOH AVENUE,2025/05/11 04:08:28+00,60,135,2,39.259636,-76.673893
-76.673893,39.2596360000001,259,bd00201600ae000b0057fa30c4235c0a,I-95 NORTH PRIOR TO JOH AVENUE,2025/05/11 04:08:28+00,70,137,2,39.259636,-76.673893
-76.673893,39.2596360000001,260,bd00201600ae000b0057fa30c4235c0a,I-95 NORTH PRIOR TO JOH AVENUE,2025/05/11 04:08:28+00,70,26,1,39.259636,-76.673893
-76.74431,39.3290400000001,261,be0133770039000d0057fa30c4235c0a,I-695 INNER LOOP PRIOR TO WINDSOR MILL RD,2025/05/11 04:08:27+00,60,159,16,39.32904,-76.74431
-76.74431,39.3290400000001,262,be0133770039000d0057fa30c4235c0a,I-695 INNER LOOP PRIOR TO WINDSOR MILL RD,2025/05/11 04:08:27+00,55,184,4,39.32904,-76.74431
-76.738437,39.212181,263,beff078700ff0093003ac7482f1f5daa,I-95 SB @ Montgomery Rd,2025/05/11 04:08:27+00,70,139,1,39.212181,-76.738437
-76.455,39.027589,264,c0010762003100730063d330c4235c0a,"US 50 East, Exit 29B, AA14.45",2025/05/11 04:10:00+00,70,12,1,39.027589,-76.455
-76.824259,39.1578000000001,265,c30003f600d4006a003cc7302f235daa,I-95 NB @ MD 32,2025/05/11 04:10:00+00,50,6,3,39.1578,-76.824259
-76.824259,39.1578000000001,266,c30003f600d4006a003cc7302f235daa,I-95 NB @ MD 32,2025/05/11 04:10:00+00,70,21,2,39.1578,-76.824259
-76.824259,39.1578000000001,267,c30003f600d4006a003cc7302f235daa,I-95 NB @ MD 32,2025/05/11 04:10:00+00,70,4,1,39.1578,-76.824259
-76.938553,39.021623,268,c3ff05bf00a600bb003ac7482f1f5daa,I-495 EB at I-95,2025/05/11 04:08:26+00,70,141,1,39.021623,-76.938553
-76.6851609999999,39.2542240000001,269,c50004d3005a00f5003bc7482f1f5daa,I-695 N @ I-95,2025/05/11 04:08:27+00,70,98,1,39.254224,-76.685161
-76.8663089999999,39.124156,270,c600111700c900070057fa30c4235c0a,I-95 SOUTH OF SCAGGSVILLE RD,2025/05/11 04:07:25+00,70,142,13,39.124156,-76.866309
-76.8663089999999,39.124156,271,c600111700c900070057fa30c4235c0a,I-95 SOUTH OF SCAGGSVILLE RD,2025/05/11 04:07:25+00,70,4,0,39.124156,-76.866309
-76.9190619999999,38.93343,272,c700043a00540089005cd330c4235c0a,MD 295 AT MD 202,2025/05/11 04:07:16+00,50,10,0,38.93343,-76.919062
-76.9190619999999,38.93343,273,c700043a00540089005cd330c4235c0a,MD 295 AT MD 202,2025/05/11 04:07:16+00,70,193,3,38.93343,-76.919062
-76.9190619999999,38.93343,274,c700043a00540089005cd330c4235c0a,MD 295 AT MD 202,2025/05/11 04:07:16+00,60,134,3,38.93343,-76.919062
-76.880909,38.9948210000001,275,c700045e00c400d20058fa30c4235c0a,MD 295 NORTH AT GREENBELT RD,2025/05/11 04:07:16+00,70,39,2,38.994821,-76.880909
-76.880909,38.9948210000001,276,c700045e00c400d20058fa30c4235c0a,MD 295 NORTH AT GREENBELT RD,2025/05/11 04:07:16+00,70,185,6,38.994821,-76.880909
-76.880909,38.9948210000001,277,c700045e00c400d20058fa30c4235c0a,MD 295 NORTH AT GREENBELT RD,2025/05/11 04:07:16+00,70,164,4,38.994821,-76.880909
-77.371237,39.329079,278,c700059d0045002c0064d330c4235c0a,I-270 South past Park Mills Rd,2025/05/11 04:10:00+00,70,10,1,39.329079,-77.371237
-77.371237,39.329079,279,c700059d0045002c0064d330c4235c0a,I-270 South past Park Mills Rd,2025/05/11 04:10:00+00,70,33,6,39.329079,-77.371237
-76.86806,38.9680900000001,280,c70029ab0018000d0057fa30c4235c0a,I-95 OUTER LOOP NORTH OF ANNAPOLIS RD,2025/05/11 04:07:45+00,65,229,16,38.96809,-76.86806
-76.86806,38.9680900000001,281,c70029ab0018000d0057fa30c4235c0a,I-95 OUTER LOOP NORTH OF ANNAPOLIS RD,2025/05/11 04:07:45+00,65,219,15,38.96809,-76.86806
-77.195727,39.118924,282,c7ff089d00dd00a7003ac7482f1f5daa,I-270 NB @ I-370,2025/05/11 04:08:26+00,70,12,0,39.118924,-77.195727
-77.195727,39.118924,283,c7ff089d00dd00a7003ac7482f1f5daa,I-270 NB @ I-370,2025/05/11 04:08:26+00,65,193,3,39.118924,-77.195727
-76.995989,38.8043510000001,284,c9000649009000220051fa30c4235c0a,I-95/495 at MD-210 NB Local Lanes,2025/05/11 04:10:00+00,65,15,3,38.804351,-76.995989
-76.995989,38.8043510000001,285,c9000649009000220051fa30c4235c0a,I-95/495 at MD-210 NB Local Lanes,2025/05/11 04:10:00+00,70,5,1,38.804351,-76.995989
-76.7473899999999,39.36346,286,ca0016fa00e500070057fa30c4235c0a,I-695 OUTER LOOP PAST OLD COURT RD,2025/05/11 03:58:06+00,65,59,2,39.36346,-76.74739
-76.7473899999999,39.36346,287,ca0016fa00e500070057fa30c4235c0a,I-695 OUTER LOOP PAST OLD COURT RD,2025/05/11 03:58:06+00,65,177,5,39.36346,-76.74739
-76.63945,39.2706000000001,288,d0000490001700570057fa30c4235c0a,"I-95 SOUTH BETWEEN BALTIMORE WASHINGTON PKWY AND WASHINGTON BLVD (SB), MM 51.8",2025/05/10 20:07:14+00,70,411,8,39.2706,-76.63945
-76.830541,39.451125,289,d10007f9004300da0064d330c4235c0a,I-795 at Berrymans Ln,2025/05/11 04:10:00+00,70,8,1,39.451125,-76.830541
-76.830541,39.451125,290,d10007f9004300da0064d330c4235c0a,I-795 at Berrymans Ln,2025/05/11 04:10:00+00,65,1,0,39.451125,-76.830541
-76.673118,39.5928060000001,291,d3ff0a9300f100a7003ac7482f1f5daa,I-83 South at MD 137 (Mt Carmel Road),2025/05/11 04:08:27+00,65,24,0,39.592806,-76.673118
-76.673118,39.5928060000001,292,d3ff0a9300f100a7003ac7482f1f5daa,I-83 South at MD 137 (Mt Carmel Road),2025/05/11 04:08:27+00,70,37,1,39.592806,-76.673118
-77.452455,39.4026840000001,293,d4000b4e000e00b60067d330c4235c0a,I-70 EB West of MD 180,2025/05/11 04:10:00+00,70,5,1,39.402684,-77.452455
-77.452455,39.4026840000001,294,d4000b4e000e00b60067d330c4235c0a,I-70 EB West of MD 180,2025/05/11 04:10:00+00,70,8,1,39.402684,-77.452455
-76.6637699999999,39.4002400000001,295,d6003689003c000d0057fa30c4235c0a,I-83 SOUTH PAST RUXTON RD,2025/05/10 23:07:54+00,65,245,22,39.40024,-76.66377
-76.6637699999999,39.4002400000001,296,d6003689003c000d0057fa30c4235c0a,I-83 SOUTH PAST RUXTON RD,2025/05/10 23:07:54+00,65,173,36,39.40024,-76.66377
-77.46415,39.3829400000001,297,d8010965007d00390064d330c4235c0a,US 15 South prior to Mt Zion Rd,2025/05/11 04:10:00+00,70,12,2,39.38294,-77.46415
-77.46415,39.3829400000001,298,d8010965007d00390064d330c4235c0a,US 15 South prior to Mt Zion Rd,2025/05/11 04:10:00+00,70,6,1,39.38294,-77.46415
-76.8583599999999,38.85283,299,da00170700e700070057fa30c4235c0a,I-95 INNER LOOP PAST D ARCY RD,2025/05/11 04:08:26+00,65,6,0,38.85283,-76.85836
-76.8583599999999,38.85283,300,da00170700e700070057fa30c4235c0a,I-95 INNER LOOP PAST D ARCY RD,2025/05/11 04:08:26+00,70,0,0,38.85283,-76.85836
-76.650002,39.4569260000001,301,dc000614000a00030065d330c4235c0a,"I-83 North, past Ex. 17 Padonia Rd",2025/05/11 04:10:00+00,70,0,0,39.456926,-76.650002
-76.650002,39.4569260000001,302,dc000614000a00030065d330c4235c0a,"I-83 North, past Ex. 17 Padonia Rd",2025/05/11 04:10:00+00,70,9,1,39.456926,-76.650002
-76.650002,39.4569260000001,303,dc000614000a00030065d330c4235c0a,"I-83 North, past Ex. 17 Padonia Rd",2025/05/11 04:10:00+00,70,3,0,39.456926,-76.650002
-76.650002,39.4569260000001,304,dc000614000a00030065d330c4235c0a,"I-83 North, past Ex. 17 Padonia Rd",2025/05/11 04:10:00+00,70,0,0,39.456926,-76.650002
-76.6676679999999,39.49758,305,dc00065b002400a60061d330c4235c0a,I-83 South at Ex 20 Shawan Rd,2025/05/11 04:08:00+00,70,3,0,39.49758,-76.667668
-76.6676679999999,39.49758,306,dc00065b002400a60061d330c4235c0a,I-83 South at Ex 20 Shawan Rd,2025/05/11 04:08:00+00,65,8,1,39.49758,-76.667668
-76.8770509999999,39.1117110000001,307,df0005450068008e003bc7482f1f5daa,I-95 N @ Brooklyn Bridge Rd,2025/05/04 07:20:00+00,70,49,1,39.111711,-76.877051
-76.868192,38.8376690000001,308,e3001cf200f300140057fa30c4235c0a,I-95 OUTER LOOP PRIOR TO MD 4,2025/05/10 20:44:14+00,55,490,39,38.837669,-76.868192
-76.868192,38.8376690000001,309,e3001cf200f300140057fa30c4235c0a,I-95 OUTER LOOP PRIOR TO MD 4,2025/05/10 20:44:14+00,55,504,85,38.837669,-76.868192
-76.996764,38.804853,310,e40004bb003b00220051fa30c4235c0a,I-95/495 at MD-210 SB,2025/05/11 04:10:00+00,70,11,2,38.804853,-76.996764
-76.996764,38.804853,311,e40004bb003b00220051fa30c4235c0a,I-95/495 at MD-210 SB,2025/05/11 04:10:00+00,70,11,3,38.804853,-76.996764
-76.877931,39.1122070000001,312,e5ff04b40002008c003bc7482f1f5daa,I-95 S @ Brooklyn Bridge Rd,2025/05/03 17:27:35+00,70,0,0,39.112207,-76.877931
-76.802494,39.132709,313,e70004be0078000e003bc7482f1f5daa,MD 32 WB @ US 1,2025/05/11 04:03:16+00,70,54,1,39.132709,-76.802494
-76.299528,38.974633,314,e9ff08c800d000960063d330c4235c0a,"US 50 West, Between MD 8 and Cox Neck, QA14.59 (L)",2025/05/11 04:10:00+00,70,12,1,38.974633,-76.299528
-76.929046,39.112041,315,ef0007360008004f004c823033235daa,US 29 NB @ MD 198,2025/05/11 04:10:00+00,60,6,1,39.112041,-76.929046
-76.441019,39.0261330000001,316,f100088f003400730063d330c4235c0a,"US 50 East, Exit 30,AA15.22",2025/05/11 04:10:00+00,70,5,0,39.026133,-76.441019
-76.59316,39.414381,317,f200399f003f000d0057fa30c4235c0a,I-695 OUTER LOOP PRIOR TO DULANEY VALLEY RD,2025/05/11 00:31:36+00,65,312,54,39.414381,-76.59316
-76.59316,39.414381,318,f200399f003f000d0057fa30c4235c0a,I-695 OUTER LOOP PRIOR TO DULANEY VALLEY RD,2025/05/11 00:31:36+00,65,314,38,39.414381,-76.59316
-76.745193,39.3488310000001,319,f2ffa1ce0194003e0060d330c4235c0a,I-695 Inner Loop at Ex 18 MD 26 Liberty Rd,2025/05/11 04:10:00+00,45,8,5,39.348831,-76.745193
-76.745193,39.3488310000001,320,f2ffa1ce0194003e0060d330c4235c0a,I-695 Inner Loop at Ex 18 MD 26 Liberty Rd,2025/05/11 04:10:00+00,60,6,2,39.348831,-76.745193
-76.745193,39.3488310000001,321,f2ffa1ce0194003e0060d330c4235c0a,I-695 Inner Loop at Ex 18 MD 26 Liberty Rd,2025/05/11 04:10:00+00,70,39,4,39.348831,-76.745193
-76.745193,39.3488310000001,322,f2ffa1ce0194003e0060d330c4235c0a,I-695 Inner Loop at Ex 18 MD 26 Liberty Rd,2025/05/11 04:10:00+00,70,22,2,39.348831,-76.745193
-76.745193,39.3488310000001,323,f2ffa1ce0194003e0060d330c4235c0a,I-695 Inner Loop at Ex 18 MD 26 Liberty Rd,2025/05/11 04:10:00+00,60,6,2,39.348831,-76.745193
-76.318178,38.9782690000001,324,f400071500a7007d0064d330c4235c0a,"US 50 West, Prior to Exit 37, QA15.63",2025/05/11 04:10:00+00,70,14,1,38.978269,-76.318178
-77.254041,39.184111,325,f5000667009200440062d330c4235c0a,I-270 North prior to MD 118,2025/05/11 04:10:00+00,65,20,3,39.184111,-77.254041
-77.254041,39.184111,326,f5000667009200440062d330c4235c0a,I-270 North prior to MD 118,2025/05/11 04:10:00+00,45,3,1,39.184111,-77.254041
-77.254041,39.184111,327,f5000667009200440062d330c4235c0a,I-270 North prior to MD 118,2025/05/11 04:10:00+00,60,14,2,39.184111,-77.254041
-77.254041,39.184111,328,f5000667009200440062d330c4235c0a,I-270 North prior to MD 118,2025/05/11 04:10:00+00,70,0,0,39.184111,-77.254041
-76.411781,39.018609,329,f60005c6002200550064d330c4235c0a,"US 50 East, prior to Oceanic Dr",2025/05/11 04:10:00+00,60,5,1,39.018609,-76.411781
-76.411781,39.018609,330,f60005c6002200550064d330c4235c0a,"US 50 East, prior to Oceanic Dr",2025/05/11 04:10:00+00,65,20,3,39.018609,-76.411781
-76.981543,38.807018,331,f600190f00ec00140057fa30c4235c0a,I-95 INNER LOOP BETWEEN MD 414 AND MD 210,2025/05/11 04:08:17+00,65,276,41,38.807018,-76.981543
-76.981543,38.807018,332,f600190f00ec00140057fa30c4235c0a,I-95 INNER LOOP BETWEEN MD 414 AND MD 210,2025/05/11 04:08:17+00,70,143,34,38.807018,-76.981543
-77.21673,39.149213,333,fc0006b9005d002c0064d330c4235c0a,I-270 NB/SB @ MD 124,2025/05/11 04:10:00+00,65,5,1,39.149213,-77.21673
-77.21673,39.149213,334,fc0006b9005d002c0064d330c4235c0a,I-270 NB/SB @ MD 124,2025/05/11 04:10:00+00,70,29,4,39.149213,-77.21673
-77.21673,39.149213,335,fc0006b9005d002c0064d330c4235c0a,I-270 NB/SB @ MD 124,2025/05/11 04:10:00+00,70,15,6,39.149213,-77.21673
-77.21673,39.149213,336,fc0006b9005d002c0064d330c4235c0a,I-270 NB/SB @ MD 124,2025/05/11 04:10:00+00,65,16,2,39.149213,-77.21673
-77.21673,39.149213,337,fc0006b9005d002c0064d330c4235c0a,I-270 NB/SB @ MD 124,2025/05/11 04:10:00+00,50,4,1,39.149213,-77.21673
-77.1100299999999,39.0175400000001,338,fc0035b1003b000d0057fa30c4235c0a,I-495 OUTER LOOP PRIOR TO OLD GEORGETOWN RD,2025/05/11 04:07:27+00,60,92,17,39.01754,-77.11003
-77.1100299999999,39.0175400000001,339,fc0035b1003b000d0057fa30c4235c0a,I-495 OUTER LOOP PRIOR TO OLD GEORGETOWN RD,2025/05/11 04:07:27+00,50,102,1,39.01754,-77.11003
-76.627944,39.0527750000001,340,fe0005dc00f900710063d330c4235c0a,"I-97 South, Exit 5, AA11.44 (L)",2025/05/11 04:10:00+00,70,10,1,39.052775,-76.627944
